,Date,User,Tweet
0,2022-08-20 08:47:58+00:00,polres_soetta,Dalam rangka mendukung percepatan penanganan Covid-19 Bangkit Pulih Indonesia personel TNI-Polri terus berupaya untuk mengawal akselerasi vaksinasi. Termasuk vaksinasi sejak dini yang berfungsi sebagai perlindungan dan proteksi dini dari infeksi virus dan penyakit. https://t.co/SiJCT5qUTa
1,2022-08-20 08:45:04+00:00,polres_soetta,"#SinergitasProgramPemerintah Vaksinasi menjaga diri sendiri, keluarga dan orang lain dari virus Covid-19. Segera vaksinasi dosis lengkap hingga booster untuk dapatkan proteksi ganda melawan pandemi untuk Bangkit Pulih Indonesia https://t.co/TtxFwBFBls"
2,2022-08-20 08:44:11+00:00,beritacovid,"#Kurang Sedikit, Vaksinasi Covid-19 Anak di Dinkes Kota Batu Selesai Akhir Tahun - MalangTIMES News #Covid #Covid19 https://t.co/iumezWrDix"
3,2022-08-20 08:38:05+00:00,polsekriattang1,"#SinergitasProgramPemerintah Vaksinasi menjaga diri sendiri, keluarga dan orang lain dari virus Covid-19. Segera vaksinasi dosis lengkap hingga booster untuk dapatkan proteksi ganda melawan pandemi untuk Bangkit Pulih Indonesia https://t.co/AgTrMYjTnQ"
4,2022-08-20 08:37:26+00:00,polsekriattang1,Dalam rangka mendukung percepatan penanganan Covid-19 Bangkit Pulih Indonesia personel TNI-Polri terus berupaya untuk mengawal akselerasi vaksinasi. Termasuk vaksinasi sejak dini yang berfungsi sebagai perlindungan dan proteksi dini dari infeksi virus dan penyakit. https://t.co/DYei7ETrA9
5,2022-08-20 08:34:12+00:00,Koramil0725,"Sabtu  20 Agustus 2022, pukul 08.00 s/d 14.15 bertempat di Balai desa Mojorejo Kec. Karangmalang Kab. Sragen Serka Suharyono (Babinsa Mojorejo) mendampingi  giat pelaksanaan Vaksinasi serentak covid 19  dosis 1,2  dan Boster dalam rangka Indonesia Sehat Indonesia Hebat oleh BIN. https://t.co/EMTE2IIZOK"
6,2022-08-20 08:20:03+00:00,Kodim0828,Aktif Dengan Vaksinasi “Door to Door” Bersama Babinsa di Wilayah Binaan https://t.co/wGMrm4rBCg https://t.co/1ZCrBOjxB9
7,2022-08-20 08:17:59+00:00,Kodim0828,Koramil Bergerak Vaksinasi “Door to Door” Bersama Babinsa di Wilayah Binaan https://t.co/Vz7qKRLWJy https://t.co/SJVkKQBhGh
8,2022-08-20 08:12:53+00:00,HumasCiracas,"#SinergitasProgramPemerintah Vaksinasi menjaga diri sendiri, keluarga dan orang lain dari virus Covid-19. Segera vaksinasi dosis lengkap hingga booster untuk dapatkan proteksi ganda melawan pandemi untuk Bangkit Pulih Indonesia https://t.co/sFvzPlOQxl"
9,2022-08-20 08:09:47+00:00,DwiDian15986493,Vaksinasi Covid-19 sangat efektif untuk memutus mata rantai Covid-19.. https://t.co/lrcv1I3dpb
10,2022-08-20 07:58:52+00:00,HumasPolsekJat2,"#SinergitasProgramPemerintah Vaksinasi menjaga diri sendiri, keluarga dan orang lain dari virus Covid-19. Segera vaksinasi dosis lengkap hingga booster untuk dapatkan proteksi ganda melawan pandemi untuk Bangkit Pulih Indonesia https://t.co/03CBUQePWV"
