,Date,User,Tweet
2510,2022-08-23 06:34:34+00:00,KodimKarangany1,KARANGANYAR - Selasa 23 Agustus 2022 Serka Medi Triwibowo anggota Koramil 02/Tasikmadu melaksanakan Patroli PPKM level 3 penertiban dan penegakan pendisiplinan protokol kesehatan guna mencegah/memutus mata rantai penyebaran Virus Covid 19 di wilayah Kecamatan Tasikmadu dengan 5M. https://t.co/tulZZagrqP
2511,2022-08-23 06:34:31+00:00,KodimKarangany1,KARANGANYAR - Selasa 23 Agustus 2022 Serka Medi Triwibowo anggota Koramil 02/Tasikmadu melaksanakan Patroli PPKM level 3 penertiban dan penegakan pendisiplinan protokol kesehatan guna mencegah/memutus mata rantai penyebaran Virus Covid 19 di wilayah Kecamatan Tasikmadu dengan 5M. https://t.co/eXmWmHVnrR
2512,2022-08-23 06:32:13+00:00,lisaavee,RT @seokjinjuseyyo: 🔞deehan vs ppkm https://t.co/DL8iPfNaJi
2513,2022-08-23 06:31:07+00:00,masporeper,"@guardiangvrl Ngebayangin bos lu ppkm, plonga plongo kea monyed"
2514,2022-08-23 06:28:05+00:00,KodimKarangany1,KARANGANYAR - Selasa 23 Agustus 2022 Koptu Suratmanto anggota Koramil 15/Jatiyoso melaksanakan patroli penegakan disiplin protokol kesehatan dalam rangka PPKM level 3 di Pasar Belang Jatiyoso untuk selalu mematuhi dan mentaati protokol kesehatan guna mencegah penularan Covid-19. https://t.co/f179fM8TwT
2515,2022-08-23 06:27:49+00:00,KodimKarangany1,KARANGANYAR - Selasa 23 Agustus 2022 Koptu Suratmanto anggota Koramil 15/Jatiyoso melaksanakan patroli penegakan disiplin protokol kesehatan dalam rangka PPKM level 3 di Pasar Belang Jatiyoso untuk selalu mematuhi dan mentaati protokol kesehatan guna mencegah penularan Covid-19. https://t.co/a8Fhb0AkJo
2516,2022-08-23 06:27:42+00:00,KodimKarangany1,KARANGANYAR - Selasa 23 Agustus 2022 Koptu Suratmanto anggota Koramil 15/Jatiyoso melaksanakan patroli penegakan disiplin protokol kesehatan dalam rangka PPKM level 3 di Pasar Belang Jatiyoso untuk selalu mematuhi dan mentaati protokol kesehatan guna mencegah penularan Covid-19. https://t.co/Tx1VTKmLUx
2517,2022-08-23 05:49:42+00:00,KodimKarangany1,KARANGANYAR - Selasa 23 Agustus 2022 Serda Sutarno anggota Koramil 03/Kebakkramat melaksanakan Patroli Pendisiplinan Prokes PPKM Level 3 menghimbau Pedagang dan Pengunjung di pasar Kemiri Kebakkramat untuk mematuhi prokes 5M guna memutus penyebaran Covid-19. https://t.co/TotsXMDlHK
2518,2022-08-23 05:49:21+00:00,KodimKarangany1,KARANGANYAR - Selasa 23 Agustus 2022 Serda Sutarno anggota Koramil 03/Kebakkramat melaksanakan Patroli Pendisiplinan Prokes PPKM Level 3 menghimbau Pedagang dan Pengunjung di pasar Kemiri Kebakkramat untuk mematuhi prokes 5M guna memutus penyebaran Covid-19. https://t.co/uvL8wIjTJP
2519,2022-08-23 05:49:15+00:00,KodimKarangany1,KARANGANYAR - Selasa 23 Agustus 2022 Serda Sutarno anggota Koramil 03/Kebakkramat melaksanakan Patroli Pendisiplinan Prokes PPKM Level 3 menghimbau Pedagang dan Pengunjung di pasar Kemiri Kebakkramat untuk mematuhi prokes 5M guna memutus penyebaran Covid-19. https://t.co/RiqD4abSdR
2520,2022-08-23 05:48:54+00:00,KodimKarangany1,KARANGANYAR - Selasa 23 Agustus 2022 Serda Sutarno anggota Koramil 03/Kebakkramat melaksanakan Patroli Pendisiplinan Prokes PPKM Level 3 menghimbau Pedagang dan Pengunjung di pasar Kemiri Kebakkramat untuk mematuhi prokes 5M guna memutus penyebaran Covid-19. https://t.co/XAfCNqOmOx
2521,2022-08-23 05:48:45+00:00,KodimKarangany1,KARANGANYAR - Selasa 23 Agustus 2022 Serda Sutarno anggota Koramil 03/Kebakkramat melaksanakan Patroli Pendisiplinan Prokes PPKM Level 3 menghimbau Pedagang dan Pengunjung di pasar Kemiri Kebakkramat untuk mematuhi prokes 5M guna memutus penyebaran Covid-19. https://t.co/2rFJlDJKAw
2522,2022-08-23 05:48:30+00:00,boeronan,"@ezash @ecommurz Kebiasaan daya beli masyarakat tuh untuk datang langsung ke tempat dan ppkm tidak seketat dulu, orang2 lebih yakin datang langsung bisa dapet keuntungan lebih drpd online yg banyak khawatirnya."
2523,2022-08-23 05:36:22+00:00,KerenRasno,Anggota Koramil 07/Ngrampal melaksanakan Patroli  dalam rangka Pemberlakuan Pembatasan Kegiatan Masyarakat ( PPKM Darurat  Level 1 ) di wilayah kecamatan Ngrampal kab Sragen https://t.co/9tLgs4IuB5
2524,2022-08-23 05:26:53+00:00,andukikuk,"@CNNIndonesia Nahh ini, seloo aeee.. paling ntar psbb, ppkm, pmp, pbb, persija, persib, emyu, liperpul🤣🙈"
2525,2022-08-23 05:24:28+00:00,cerryiest,@AREAJULID Sebenernya lebih capek jd pengangguran krn jd ppkm(plonga plongo kaya monyet)😔 https://t.co/z9YjmBX5oS
2526,2022-08-23 05:20:51+00:00,DapoerAbah,"@aniesbaswedan @narasitv @susipudjiastuti @erickthohir @ganjarpranowo @maudyayunda Info. Dapoer Abah Bandung masih tutup, terdampak kebijakan psbb ppkm flu coped, janji2 stimulus nya tak juga tampak, tdk ada yg merasa bertanggung jawab. Pemilik adalah relawan Anies Sandi, ktp Jkt buka usaha di Bdg.  @ridwankamil @sandiuno"
2527,2022-08-23 05:14:33+00:00,DapoerAbah,"@jokowi Info : Dapoer Abah Bandung masih tutup, terdampak kebijakan psbb ppkm, janji stimulus ekonomi kemana ? Ini sdh jelang th ke 3 @ridwankamil"
2528,2022-08-23 05:13:25+00:00,Just_aomm,"@convomfs Ini jasa buat sertif vaksin ya? 😔 ngeri banget, pernah ditawarin ini, terus juga buat hasil swab palsu.

Heh tolonglah kentut kuda kalo coroning naik, bisa ppkm lagi kita njir 😔"
2529,2022-08-23 05:12:03+00:00,HajiUdi69068030,"ini dia vaksin booster yang direkomendasikan #EndemiCovid
#IndonesiaSehatIndonesiaHebat
#BeritaCovid
#PPKM https://t.co/wgJ447Ycbk"
2530,2022-08-23 05:11:05+00:00,_Banyoe,"Covidiot sebenarnya adalah mrk yg menuntut PPKM, mematikan Bisnis, UMKM dan sekolah, ilmunya 
dicabut diganti dgn metode cocoklogi demi mengkopidkan, mendorong suntikan tdk perlu pada orang sehat dan anak-anak lalu dari suntikan berbahaya itu dijadikan syarat aktivitas, Jahiliah! https://t.co/b7NwJE8Sp1"
2531,2022-08-23 05:06:31+00:00,seungsikigori,PPKM
2532,2022-08-23 05:05:48+00:00,koramilkarangm2,"Telah dilaksanakan giat operasi Yustisi/Penyekatan  Pelaksanaan *PPKM LEVEL 1* dalam membatasi mobilitasi perpindahan masyarakat 
oleh Polsek Mondokan dan Anggota Koramil 14/Mondokan diwilayah Kecamatan Mondokan. https://t.co/UjBIJvyxat"
2533,2022-08-23 04:59:51+00:00,aisaleex,@wintfeo ppkm ya kak? ikut ppkm juga dong..
2534,2022-08-23 04:52:40+00:00,gustafahusein,"RT @Risma12121212: Ayo segera laksanakan vaksinasi!
.
#EndemiCovid
#IndonesiaSehatIndonesiaHebat
#BeritaCovid
#PPKM https://t.co/SDhj9xsYXb"
2535,2022-08-23 04:51:56+00:00,TabiAndra,"RT @Risma12121212: Ayo segera laksanakan vaksinasi!
.
#EndemiCovid
#IndonesiaSehatIndonesiaHebat
#BeritaCovid
#PPKM https://t.co/SDhj9xsYXb"
2536,2022-08-23 04:51:19+00:00,Yanuarcandra7,"RT @Risma12121212: Ayo segera laksanakan vaksinasi!
.
#EndemiCovid
#IndonesiaSehatIndonesiaHebat
#BeritaCovid
#PPKM https://t.co/SDhj9xsYXb"
2537,2022-08-23 04:50:40+00:00,pancasilan1,"RT @Risma12121212: Ayo segera laksanakan vaksinasi!
.
#EndemiCovid
#IndonesiaSehatIndonesiaHebat
#BeritaCovid
#PPKM https://t.co/SDhj9xsYXb"
2538,2022-08-23 04:50:02+00:00,penjagagaruda,"RT @Risma12121212: Ayo segera laksanakan vaksinasi!
.
#EndemiCovid
#IndonesiaSehatIndonesiaHebat
#BeritaCovid
#PPKM https://t.co/SDhj9xsYXb"
2539,2022-08-23 04:49:34+00:00,risauma68144702,"RT @Risma12121212: Ayo segera laksanakan vaksinasi!
.
#EndemiCovid
#IndonesiaSehatIndonesiaHebat
#BeritaCovid
#PPKM https://t.co/SDhj9xsYXb"
2540,2022-08-23 04:42:59+00:00,OpopSagaspok,"@alyazilva3 PPKM level 1, pemprov sumsel perketat prokes.  Indonesia Bangkit Kuat"
2541,2022-08-23 04:42:32+00:00,ArabMulyo,"RT @Risma12121212: Ayo segera laksanakan vaksinasi!
.
#EndemiCovid
#IndonesiaSehatIndonesiaHebat
#BeritaCovid
#PPKM https://t.co/SDhj9xsYXb"
2542,2022-08-23 04:33:51+00:00,AsgasKpopop,"@alyazilva3 PPKM level 1, pemprov sumsel perketat prokes.  Indonesia Bangkit Kuat"
2543,2022-08-23 04:31:47+00:00,safer_kirkuk,"@alyazilva3 PPKM level 1, pemprov sumsel perketat prokes.  Indonesia Bangkit Kuat"
2544,2022-08-23 04:21:38+00:00,H4N33T_,"Kebayang gak kalau ikan pakai masker trus ada ppkm peraian???? 

Meluas COVID di China Sampai Ikan dan Kepiting Di-swab Juga https://t.co/nHVV1t1YhL"
2545,2022-08-23 04:19:33+00:00,TSyafriyanti,"@alyazilva3 PPKM level 1, pemprov sumsel perketat prokes.  Indonesia Bangkit Kuat"
2546,2022-08-23 03:50:59+00:00,zerriath,Gelar Patroli PPKM di Pasar Tradisional Dan Stasiun Serda Eko Himbau Pedagang Dan Pengunjung Patuhi Prokes https://t.co/mFiXMGBHER
2547,2022-08-23 03:49:25+00:00,fimilesss,"RT @qdewangga_: @AREAJULID Ingat waktu PPKM kemarin? Rakyat kecil jualan halal, dagangannya diobrak-abrik. Taunya Oknum polisi yang setingk…"
2548,2022-08-23 03:46:01+00:00,CaitlynDivya,"RT @27Pellokila: Jenis Vaksin Booster Kedua Yang Direkomendasikan Kemenkes. 
#EndemiCovid
#IndonesiaSehatIndonesiaHebat
#BeritaCovid
#PPKM…"
2549,2022-08-23 03:45:55+00:00,CaitlynDivya,"RT @27Pellokila: Vaksin Dosis Ke-3. 
#EndemiCovid
#IndonesiaSehatIndonesiaHebat
#BeritaCovid
#PPKM https://t.co/icMbGEnIFv"
2550,2022-08-23 03:43:25+00:00,renata_kyra,"RT @27Pellokila: Jenis Vaksin Booster Kedua Yang Direkomendasikan Kemenkes. 
#EndemiCovid
#IndonesiaSehatIndonesiaHebat
#BeritaCovid
#PPKM…"
2551,2022-08-23 03:43:23+00:00,renata_kyra,"RT @27Pellokila: Vaksin Dosis Ke-3. 
#EndemiCovid
#IndonesiaSehatIndonesiaHebat
#BeritaCovid
#PPKM https://t.co/icMbGEnIFv"
2552,2022-08-23 03:41:51+00:00,EPutry10,"RT @27Pellokila: Jenis Vaksin Booster Kedua Yang Direkomendasikan Kemenkes. 
#EndemiCovid
#IndonesiaSehatIndonesiaHebat
#BeritaCovid
#PPKM…"
2553,2022-08-23 03:41:49+00:00,EPutry10,"RT @27Pellokila: Vaksin Dosis Ke-3. 
#EndemiCovid
#IndonesiaSehatIndonesiaHebat
#BeritaCovid
#PPKM https://t.co/icMbGEnIFv"
2554,2022-08-23 03:40:16+00:00,Carolin0987,"RT @27Pellokila: Jenis Vaksin Booster Kedua Yang Direkomendasikan Kemenkes. 
#EndemiCovid
#IndonesiaSehatIndonesiaHebat
#BeritaCovid
#PPKM…"
2555,2022-08-23 03:40:15+00:00,Carolin0987,"RT @27Pellokila: Vaksin Dosis Ke-3. 
#EndemiCovid
#IndonesiaSehatIndonesiaHebat
#BeritaCovid
#PPKM https://t.co/icMbGEnIFv"
2556,2022-08-23 03:38:49+00:00,66Permatasari,"RT @27Pellokila: Jenis Vaksin Booster Kedua Yang Direkomendasikan Kemenkes. 
#EndemiCovid
#IndonesiaSehatIndonesiaHebat
#BeritaCovid
#PPKM…"
2557,2022-08-23 03:38:48+00:00,66Permatasari,"RT @27Pellokila: Vaksin Dosis Ke-3. 
#EndemiCovid
#IndonesiaSehatIndonesiaHebat
#BeritaCovid
#PPKM https://t.co/icMbGEnIFv"
2558,2022-08-23 03:37:56+00:00,TunggaVega,"RT @27Pellokila: Jenis Vaksin Booster Kedua Yang Direkomendasikan Kemenkes. 
#EndemiCovid
#IndonesiaSehatIndonesiaHebat
#BeritaCovid
#PPKM…"
2559,2022-08-23 03:37:52+00:00,Jeongwso,"@feyixs PPKM capek soalnya harus planga plongo mulutnya nanti mangap kebuka, kalo BNN kan enggak."
2560,2022-08-23 03:37:41+00:00,TunggaVega,"RT @27Pellokila: Vaksin Dosis Ke-3. 
#EndemiCovid
#IndonesiaSehatIndonesiaHebat
#BeritaCovid
#PPKM https://t.co/icMbGEnIFv"
2561,2022-08-23 03:32:46+00:00,koramilkarangm2,"Pada hari Selasa tanggal 23 Agustus 2022 pukul 08.30 WIB s/d selesai telah dilaksanakan giat patroli dalam rangka Pelaksanaan PPKM LEVEL 1 membatasi Mobilitas Perpindahan Masyarakat, bertempat di wilayah Kecamatan Karangmalang. https://t.co/9bqGDg8ZUy"
2562,2022-08-23 03:29:14+00:00,polisi_brebes,Aiptu Joko Sembodo melaksanakan giat sambang dan cek kesiapsiagaan Posko PPKM Ds. Wanatawang Kec. Songgom Kab. Brebes. Dalam kegiatan tersebut Aiptu Joko SembodoAiptu Joko Sembodo memberikan pesan himbauan agar tidak mengadakan kerumunan yang mengundang banyak orang. https://t.co/AmbAL4CQW2
2563,2022-08-23 03:28:50+00:00,FitriaLilla,"PPKM Level 1, Pemprov Sumsel Perketat Prokes

 Indonesia Bangkit Kuat https://t.co/qkTJM2k8M9"
2564,2022-08-23 03:28:29+00:00,Aangfranata,PPKM PALA.PANJUL.KURAPAN.MABERAK.
2565,2022-08-23 03:28:17+00:00,bbyyoungfox,"@durudutdudut @ulfanabila97 -do'a dan kehadiran dari mereka, pernah waktu itu salah satu sepupuku nikah mereka bela2in pulang kampung padahal waktu itu lg ppkm giliran aku nikah ngga ada satupun sepupu yg pulang pdhl waktu aku nikah pas libur lebaran, sampe skrng masih ngerasa kecewa dan sakit ati"
2566,2022-08-23 03:26:49+00:00,wisanggeni_11,"Utk memberi contoh bagaimana kebebasan berbicara dan berkumpul era orba bagi generasi yg tidak merasakan, ya kurang lebih seperti ppkm level 4 kemarin. Ada anak muda/mahasiswa kumpul2 lebih dari 4 org akan dibubarkan 😁 https://t.co/4dCkpHOl4l"
2567,2022-08-23 03:21:16+00:00,kaznuha,@ongseongwuy eu ppkm aku kak plonga plongo kaya mmmmmmmm
