,Date,User,Tweet
0,2022-08-10 08:06:32+00:00,erixgbaztiaan,"Masyarakatnya Diimbau Untuk Tetap Berupaya Mencegah Penularan Corona Dengab Menerapkan Protokol Kesehatan
#EndemiCovid
#IndonesiaSehatIndonesiaHebat
#BeritaCovid
#PPKM https://t.co/j9JEITX3dt"
1,2022-08-10 08:00:01+00:00,sbmptnfess,"gwe males ospek offline anjirr, kapan sih ppkm lgi biar daring😭 ptn!"
2,2022-08-10 07:57:47+00:00,Zxhade1,"@Araghutama @KAI121 Ya wajar kalo laba naik, secara taun kemaren kan kena ppkm"
3,2022-08-10 07:54:17+00:00,KoramilKedawung,Anggota Koramil 05/Kedawung melaksanakan Giat Patroli PPKM Level 1 di Wilayah Kec Kedawung https://t.co/UFWxthSocn
4,2022-08-10 07:50:22+00:00,hajijooyeon,@miraclejooyeon Sedang ppkm alias planga plongo kaya monyet
5,2022-08-10 07:49:54+00:00,txtbyna,@CocoCruchies @khairashh @hi_sseulduende @sbmptnfess di lapangan maba nya PPKM ((planga plongo kaya monyet)) 😤😤
6,2022-08-10 07:46:56+00:00,ArifSubagiyo2,"Masyarakatnya Diimbau Untuk Tetap Berupaya Mencegah Penularan Corona Dengab Menerapkan Protokol Kesehatan
#EndemiCovid
#IndonesiaSehatIndonesiaHebat
#BeritaCovid
#PPKM https://t.co/MDXfPSE6fa"
7,2022-08-10 07:31:42+00:00,Zahrafaradl,"bnran deh gr2 jarang aktif di grup kelompok buat ppkm takut bet g punya tmn
gua ga sring muncul bukan krna males
tapi tugasnya bagi gue clueless jdi klo gue muncul tkut salah anjrt"
8,2022-08-10 07:30:22+00:00,Lawakgaringg,"RT @Lawakgaringg: Tetap waspada Pandemi Covid berlum berakhir

#EndemiCovid
#IndonesiaSehatIndonesiaHebat
#BeritaCovid
#PPKM https://t.co/t…"
9,2022-08-10 07:30:20+00:00,Lawakgaringg,"RT @Lawakgaringg: Tetap waspada Pandemi Covid berlum berakhir

#EndemiCovid
#IndonesiaSehatIndonesiaHebat
#BeritaCovid
#PPKM https://t.co/C…"
